time,name,trash,,,,
8368,Housewife_6,100,100,,,
8368,Blue_collar_4,100,100,,,
8368,Blue_collar_5,100,100,,,
8368,Blue_collar_7,100,100,,,
8368,Blue_collar_10,100,100,,,
8368,Blue_collar_12,100,100,,,
8368,Blue_collar_13,100,100,,,
8368,Blue_collar_14,100,100,,,
8368,Housewife_11,100,100,,,
8368,Student_1,100,100,,,
8368,Student_9,100,100,,,
8368 ЦђБе,,,100,,,
8369,Housewife_2,100,100,,,
8369,Housewife_8,100,100,,,
8369,Housewife_3,100,100,,,
8369,Housewife_6,100,100,,,
8369,Blue_collar_4,100,100,,,
8369,Blue_collar_5,100,100,,,
8369,Blue_collar_7,100,100,,,
8369,Blue_collar_10,100,100,,,
8369,Blue_collar_12,100,100,,,
8369,Blue_collar_13,100,100,,,
8369,Blue_collar_14,100,100,,,
8369,Housewife_11,100,100,,,
8369,Student_1,100,100,,,
8369,Student_9,100,100,,,
8369 ЦђБе,,,100,,,
8370,Housewife_2,100,100,,,
8370,Housewife_8,100,100,,,
8370,Housewife_3,100,100,,,
8370,Housewife_6,100,100,,,
8370,Blue_collar_4,100,100,,,
8370,Blue_collar_5,100,100,,,
8370,Blue_collar_7,100,100,,,
8370,Blue_collar_10,100,100,,,
8370,Blue_collar_12,100,100,,,
8370,Blue_collar_13,100,100,,,
8370,Blue_collar_14,100,100,,,
8370,Housewife_11,100,100,,,
8370,Student_1,100,100,,,
8370,Student_9,100,100,,,
8370 ЦђБе,,,100,,,
8371,Housewife_2,100,100,,,
8371,Housewife_8,100,100,,,
8371,Housewife_3,100,100,,,
8371,Housewife_6,100,100,,,
8371,Blue_collar_4,100,100,,,
8371,Blue_collar_5,100,100,,,
8371,Blue_collar_7,100,100,,,
8371,Blue_collar_10,100,100,,,
8371,Blue_collar_12,100,100,,,
8371,Blue_collar_13,100,100,,,
8371,Blue_collar_14,100,100,,,
8371,Housewife_11,100,100,,,
8371,Student_1,100,100,,,
8371,Student_9,100,100,,,
8371 ЦђБе,,,100,,,
8372,Housewife_2,100,100,,,
8372,Housewife_8,100,100,,,
8372,Housewife_3,100,100,,,
8372,Housewife_6,100,100,,,
8372,Blue_collar_4,100,100,,,
8372,Blue_collar_5,100,100,,,
8372,Blue_collar_7,100,100,,,
8372,Blue_collar_10,100,100,,,
8372,Blue_collar_12,100,100,,,
8372,Blue_collar_13,100,100,,,
8372,Blue_collar_14,100,100,,,
8372,Housewife_11,100,100,,,
8372,Student_1,100,100,,,
8372,Student_9,100,100,,,
8372 ЦђБе,,,100,,,
8373,Housewife_2,100,100,,,
8373,Housewife_8,100,100,,,
8373,Housewife_3,100,100,,,
8373,Housewife_6,100,100,,,
8373,Blue_collar_4,100,100,,,
8373,Blue_collar_5,100,100,,,
8373,Blue_collar_7,100,100,,,
8373,Blue_collar_10,100,100,,,
8373,Blue_collar_12,100,100,,,
8373,Blue_collar_13,100,100,,,
8373,Blue_collar_14,100,100,,,
8373,Housewife_11,100,100,,,
8373,Student_1,100,100,,,
8373,Student_9,100,100,,,
8373 ЦђБе,,,100,,,
8374,Housewife_2,100,100,,,
8374,Housewife_8,100,100,,,
8374,Housewife_3,100,100,,,
8374,Housewife_6,100,100,,,
8374,Blue_collar_4,100,100,,,
8374,Blue_collar_5,100,100,,,
8374,Blue_collar_7,100,100,,,
8374,Blue_collar_10,100,100,,,
8374,Blue_collar_12,100,100,,,
8374,Blue_collar_13,100,100,,,
8374,Blue_collar_14,100,100,,,
8374,Housewife_11,100,100,,,
8374,Student_1,100,100,,,
8374,Student_9,100,100,,,
8374 ЦђБе,,,100,,,
8375,Housewife_2,100,100,,,
8375,Housewife_8,100,100,,,
8375,Housewife_3,100,100,,,
8375,Housewife_6,100,100,,,
8375,Blue_collar_4,100,100,,,
8375,Blue_collar_5,100,100,,,
8375,Blue_collar_7,100,100,,,
8375,Blue_collar_10,100,100,,,
8375,Blue_collar_12,100,100,,,
8375,Blue_collar_13,100,100,,,
8375,Blue_collar_14,100,100,,,
8375,Housewife_11,100,100,,,
8375,Student_1,100,100,,,
8375,Student_9,100,100,,,
8375 ЦђБе,,,100,,,
8376,Housewife_2,100,100,,,
8376,Housewife_8,100,100,,,
8376,Housewife_3,100,100,,,
8376,Housewife_6,100,100,,,
8376,Blue_collar_4,100,100,,,
8376,Blue_collar_5,100,100,,,
8376,Blue_collar_7,100,100,,,
8376,Blue_collar_10,100,100,,,
8376,Blue_collar_12,100,100,,,
8376,Blue_collar_13,100,100,,,
8376,Blue_collar_14,100,100,,,
8376,Housewife_11,100,100,,,
8376,Student_1,100,100,,,
8376,Student_9,100,100,,,
8376 ЦђБе,,,100,,,
8377,Housewife_2,100,100,,,
8377,Housewife_8,100,100,,,
8377,Housewife_3,100,100,,,
8377,Housewife_6,100,100,,,
8377,Blue_collar_4,100,100,,,
8377,Blue_collar_5,100,100,,,
8377,Blue_collar_7,100,100,,,
8377,Blue_collar_10,100,100,,,
8377,Blue_collar_12,100,100,,,
8377,Blue_collar_13,100,100,,,
8377,Blue_collar_14,100,100,,,
8377,Housewife_11,100,100,,,
8377,Student_1,100,100,,,
8377,Student_9,100,100,,,
8377 ЦђБе,,,100,,,
8378,Housewife_2,100,100,,,
8378,Housewife_8,100,100,,,
8378,Housewife_3,100,100,,,
8378,Housewife_6,100,100,,,
8378,Blue_collar_4,100,100,,,
8378,Blue_collar_5,100,100,,,
8378,Blue_collar_7,100,100,,,
8378,Blue_collar_10,100,100,,,
8378,Blue_collar_12,100,100,,,
8378,Blue_collar_13,100,100,,,
8378,Blue_collar_14,100,100,,,
8378,Housewife_11,100,100,,,
8378,Student_1,100,100,,,
8378,Student_9,100,100,,,
8378 ЦђБе,,,100,,,
8379,Housewife_2,100,100,,,
8379,Housewife_8,100,100,,,
8379,Housewife_3,100,100,,,
8379,Housewife_6,100,100,,,
8379,Blue_collar_4,100,100,,,
8379,Blue_collar_5,100,100,,,
8379,Blue_collar_7,100,100,,,
8379,Blue_collar_10,100,100,,,
8379,Blue_collar_12,100,100,,,
8379,Blue_collar_13,100,100,,,
8379,Blue_collar_14,100,100,,,
8379,Housewife_11,100,100,,,
8379,Student_1,100,100,,,
8379,Student_9,100,100,,,
8379 ЦђБе,,,100,,,
8380,Housewife_2,100,100,,,
8380,Housewife_8,100,100,,,
8380,Housewife_3,100,100,,,
8380,Housewife_6,100,100,,,
8380,Blue_collar_4,100,100,,,
8380,Blue_collar_5,100,100,,,
8380,Blue_collar_7,100,100,,,
8380,Blue_collar_10,100,100,,,
8380,Blue_collar_12,100,100,,,
8380,Blue_collar_13,100,100,,,
8380,Blue_collar_14,100,100,,,
8380,Housewife_11,100,100,,,
8380,Student_1,100,100,,,
8380,Student_9,100,100,,,
8380 ЦђБе,,,100,,,
8381,Housewife_2,100,100,,,
8381,Housewife_8,100,100,,,
8381,Housewife_3,100,100,,,
8381,Housewife_6,100,100,,,
8381,Blue_collar_4,100,100,,,
8381,Blue_collar_5,100,100,,,
8381,Blue_collar_7,100,100,,,
8381,Blue_collar_10,100,100,,,
8381,Blue_collar_12,100,100,,,
8381,Blue_collar_13,100,100,,,
8381,Blue_collar_14,100,100,,,
8381,Housewife_11,100,100,,,
8381,Student_1,100,100,,,
8381,Student_9,100,100,,,
8381 ЦђБе,,,100,,,
8382,Housewife_2,100,100,,,
8382,Housewife_8,100,100,,,
8382,Housewife_3,100,100,,,
8382,Housewife_6,100,100,,,
8382,Blue_collar_4,100,100,,,
8382,Blue_collar_5,100,100,,,
8382,Blue_collar_7,100,100,,,
8382,Blue_collar_10,100,100,,,
8382,Blue_collar_12,100,100,,,
8382,Blue_collar_13,100,100,,,
8382,Blue_collar_14,100,100,,,
8382,Housewife_11,100,100,,,
8382,Student_1,100,100,,,
8382,Student_9,100,100,,,
8382 ЦђБе,,,100,,,
8383,Housewife_2,100,100,,,
8383,Housewife_8,100,100,,,
8383,Housewife_3,100,100,,,
8383,Housewife_6,100,100,,,
8383,Blue_collar_4,100,100,,,
8383,Blue_collar_5,100,100,,,
8383,Blue_collar_7,100,100,,,
8383,Blue_collar_10,100,100,,,
8383,Blue_collar_12,100,100,,,
8383,Blue_collar_13,100,100,,,
8383,Blue_collar_14,100,100,,,
8383,Housewife_11,100,100,,,
8383,Student_1,100,100,,,
8383,Student_9,100,100,,,
8383 ЦђБе,,,100,,,
8384,Housewife_2,100,100,,,
8384,Housewife_8,100,100,,,
8384,Housewife_3,100,100,,,
8384,Housewife_6,100,100,,,
8384,Blue_collar_4,100,100,,,
8384,Blue_collar_5,100,100,,,
8384,Blue_collar_7,100,100,,,
8384,Blue_collar_10,100,100,,,
8384,Blue_collar_12,100,100,,,
8384,Blue_collar_13,100,100,,,
8384,Blue_collar_14,100,100,,,
8384,Housewife_11,100,100,,,
8384,Student_1,100,100,,,
8384,Student_9,100,100,,,
8384 ЦђБе,,,100,,,
8385,Housewife_2,100,100,,,
8385,Housewife_8,100,100,,,
8385,Housewife_3,100,100,,,
8385,Housewife_6,100,100,,,
8385,Blue_collar_4,100,100,,,
8385,Blue_collar_5,100,100,,,
8385,Blue_collar_7,100,100,,,
8385,Blue_collar_10,100,100,,,
8385,Blue_collar_12,100,100,,,
8385,Blue_collar_13,100,100,,,
8385,Blue_collar_14,100,100,,,
8385,Housewife_11,100,100,,,
8385,Student_1,100,100,,,
8385,Student_9,100,100,,,
8385 ЦђБе,,,100,,,
8386,Housewife_2,100,100,,,
8386,Housewife_8,100,100,,,
8386,Housewife_3,100,100,,,
8386,Housewife_6,100,100,,,
8386,Blue_collar_4,100,100,,,
8386,Blue_collar_5,100,100,,,
8386,Blue_collar_7,100,100,,,
8386,Blue_collar_10,100,100,,,
8386,Blue_collar_12,100,100,,,
8386,Blue_collar_13,100,100,,,
8386,Blue_collar_14,100,100,,,
8386,Housewife_11,100,100,,,
8386,Student_1,100,100,,,
8386,Student_9,100,100,,,
8386 ЦђБе,,,100,,,
8387,Housewife_2,100,100,,,
8387,Housewife_8,100,100,,,
8387,Housewife_3,100,100,,,
8387,Housewife_6,100,100,,,
8387,Blue_collar_4,100,100,,,
8387,Blue_collar_5,100,100,,,
8387,Blue_collar_7,100,100,,,
8387,Blue_collar_10,100,100,,,
8387,Blue_collar_12,100,100,,,
8387,Blue_collar_13,100,100,,,
8387,Blue_collar_14,100,100,,,
8387,Housewife_11,100,100,,,
8387,Student_1,100,100,,,
8387,Student_9,100,100,,,
8387 ЦђБе,,,100,,,
8388,Housewife_2,100,100,,,
8388,Housewife_8,100,100,,,
8388,Housewife_3,100,100,,,
8388,Housewife_6,100,100,,,
8388,Blue_collar_4,100,100,,,
8388,Blue_collar_5,100,100,,,
8388,Blue_collar_7,100,100,,,
8388,Blue_collar_10,100,100,,,
8388,Blue_collar_12,100,100,,,
8388,Blue_collar_13,100,100,,,
8388,Blue_collar_14,100,100,,,
8388,Housewife_11,100,100,,,
8388,Student_1,100,100,,,
8388,Student_9,100,100,,,
8388 ЦђБе,,,100,,,
8389,Housewife_2,100,100,,,
8389,Housewife_8,100,100,,,
8389,Housewife_3,100,100,,,
8389,Housewife_6,100,100,,,
8389,Blue_collar_4,100,100,,,
8389,Blue_collar_5,100,100,,,
8389,Blue_collar_7,100,100,,,
8389,Blue_collar_10,100,100,,,
8389,Blue_collar_12,100,100,,,
8389,Blue_collar_13,100,100,,,
8389,Blue_collar_14,100,100,,,
8389,Housewife_11,100,100,,,
8389,Student_1,100,100,,,
8389,Student_9,100,100,,,
8389 ЦђБе,,,100,,,
8390,Housewife_2,100,100,,,
8390,Housewife_8,100,100,,,
8390,Housewife_3,100,100,,,
8390,Housewife_6,100,100,,,
8390,Blue_collar_4,100,100,,,
8390,Blue_collar_5,100,100,,,
8390,Blue_collar_7,100,100,,,
8390,Blue_collar_10,100,100,,,
8390,Blue_collar_12,100,100,,,
8390,Blue_collar_13,100,100,,,
8390,Blue_collar_14,100,100,,,
8390,Housewife_11,100,100,,,
8390,Student_1,100,100,,,
8390,Student_9,100,100,,,
8390 ЦђБе,,,100,,,
8391,Housewife_2,100,100,,,
8391,Housewife_8,100,100,,,
8391,Housewife_3,100,100,,,
8391,Housewife_6,100,100,,,
8391,Blue_collar_4,100,100,,,
8391,Blue_collar_5,100,100,,,
8391,Blue_collar_7,100,100,,,
8391,Blue_collar_10,100,100,,,
8391,Blue_collar_12,100,100,,,
8391,Blue_collar_13,100,100,,,
8391,Blue_collar_14,100,100,,,
8391,Housewife_11,100,100,,,
8391,Student_1,100,100,,,
8391,Student_9,100,100,,,
8391 ЦђБе,,,100,,,
8392,Housewife_2,100,100,,,
8392,Housewife_8,100,100,,,
8392,Housewife_3,100,100,,,
8392,Housewife_6,100,100,,,
8392,Blue_collar_4,100,100,,,
8392,Blue_collar_5,100,100,,,
8392,Blue_collar_7,100,100,,,
8392,Blue_collar_10,100,100,,,
8392,Blue_collar_12,100,100,,,
8392,Blue_collar_13,100,100,,,
8392,Blue_collar_14,100,100,,,
8392,Housewife_11,100,100,,,
8392,Student_1,100,100,,,
8392,Student_9,100,100,,,
8392 ЦђБе,,,100,,,
8393,Housewife_2,100,100,,,
8393,Housewife_8,100,100,,,
8393,Housewife_3,100,100,,,
8393,Housewife_6,100,100,,,
8393,Blue_collar_4,100,100,,,
8393,Blue_collar_5,100,100,,,
8393,Blue_collar_7,100,100,,,
8393,Blue_collar_10,100,100,,,
8393,Blue_collar_12,100,100,,,
8393,Blue_collar_13,100,100,,,
8393,Blue_collar_14,100,100,,,
8393,Housewife_11,100,100,,,
8393,Student_1,100,100,,,
8393,Student_9,100,100,,,
8393 ЦђБе,,,100,,,
8394,Housewife_2,100,100,,,
8394,Housewife_8,100,100,,,
8394,Housewife_3,100,100,,,
8394,Housewife_6,100,100,,,
8394,Blue_collar_4,100,100,,,
8394,Blue_collar_5,100,100,,,
8394,Blue_collar_7,100,100,,,
8394,Blue_collar_10,100,100,,,
8394,Blue_collar_12,100,100,,,
8394,Blue_collar_13,100,100,,,
8394,Blue_collar_14,100,100,,,
8394,Housewife_11,100,100,,,
8394,Student_1,100,100,,,
8394,Student_9,100,100,,,
8394 ЦђБе,,,100,,,
8395,Housewife_2,100,100,,,
8395,Housewife_8,100,100,,,
8395,Housewife_3,100,100,,,
8395,Housewife_6,100,100,,,
8395,Blue_collar_4,100,100,,,
8395,Blue_collar_5,100,100,,,
8395,Blue_collar_7,100,100,,,
8395,Blue_collar_10,100,100,,,
8395,Blue_collar_12,100,100,,,
8395,Blue_collar_13,100,100,,,
8395,Blue_collar_14,100,100,,,
8395,Housewife_11,100,100,,,
8395,Student_1,100,100,,,
8395,Student_9,100,100,,,
8395 ЦђБе,,,100,,,
8396,Housewife_2,100,100,,,
8396,Housewife_8,100,100,,,
8396,Housewife_3,100,100,,,
8396,Housewife_6,100,100,,,
8396,Blue_collar_4,100,100,,,
8396,Blue_collar_5,100,100,,,
8396,Blue_collar_7,100,100,,,
8396,Blue_collar_10,100,100,,,
8396,Blue_collar_12,100,100,,,
8396,Blue_collar_13,100,100,,,
8396,Blue_collar_14,100,100,,,
8396,Housewife_11,100,100,,,
8396,Student_1,100,100,,,
8396,Student_9,100,100,,,
8396 ЦђБе,,,100,,,
8397,Housewife_2,100,100,,,
8397,Housewife_8,100,100,,,
8397,Housewife_3,100,100,,,
8397,Housewife_6,100,100,,,
8397,Blue_collar_4,100,100,,,
8397,Blue_collar_5,100,100,,,
8397,Blue_collar_7,100,100,,,
8397,Blue_collar_10,100,100,,,
8397,Blue_collar_12,100,100,,,
8397,Blue_collar_13,100,100,,,
8397,Blue_collar_14,100,100,,,
8397,Housewife_11,100,100,,,
8397,Student_1,100,100,,,
8397,Student_9,100,100,,,
8397 ЦђБе,,,100,,,
8398,Housewife_2,100,100,,,
8398,Housewife_8,100,100,,,
8398,Housewife_3,100,100,,,
8398,Housewife_6,100,100,,,
8398,Blue_collar_4,100,100,,,
8398,Blue_collar_5,100,100,,,
8398,Blue_collar_7,100,100,,,
8398,Blue_collar_10,100,100,,,
8398,Blue_collar_12,100,100,,,
8398,Blue_collar_13,100,100,,,
8398,Blue_collar_14,100,100,,,
8398,Housewife_11,100,100,,,
8398,Student_1,100,100,,,
8398,Student_9,100,100,,,
8398 ЦђБе,,,100,,,
8399,Housewife_2,100,100,,,
8399,Housewife_8,100,100,,,
8399,Housewife_3,100,100,,,
8399,Housewife_6,100,100,,,
8399,Blue_collar_4,100,100,,,
8399,Blue_collar_5,100,100,,,
8399,Blue_collar_7,100,100,,,
8399,Blue_collar_10,100,100,,,
8399,Blue_collar_12,100,100,,,
8399,Blue_collar_13,100,100,,,
8399,Blue_collar_14,100,100,,,
8399,Housewife_11,100,100,,,
8399,Student_1,100,100,,,
8399,Student_9,100,100,,,
8399 ЦђБе,,,100,,,
8400,Housewife_2,100,100,,,
8400,Housewife_8,100,100,,,
8400,Housewife_3,100,100,,,
8400,Housewife_6,100,100,,,
8400,Blue_collar_4,100,100,,,
8400,Blue_collar_5,100,100,,,
8400,Blue_collar_7,100,100,,,
8400,Blue_collar_10,100,100,,,
8400,Blue_collar_12,100,100,,,
8400,Blue_collar_13,100,100,,,
8400,Blue_collar_14,100,100,,,
8400,Housewife_11,100,100,,,
8400,Student_1,100,100,,,
8400,Student_9,100,100,,,
8400 ЦђБе,,,100,,,
8401,Housewife_2,100,100,,,
8401,Housewife_8,100,100,,,
8401,Housewife_3,100,100,,,
8401,Housewife_6,100,100,,,
8401,Blue_collar_4,100,100,,,
8401,Blue_collar_5,100,100,,,
8401,Blue_collar_7,100,100,,,
8401,Blue_collar_10,100,100,,,
8401,Blue_collar_12,100,100,,,
8401,Blue_collar_13,100,100,,,
8401,Blue_collar_14,100,100,,,
8401,Housewife_11,100,100,,,
8401,Student_1,100,100,,,
8401,Student_9,100,100,,,
8401 ЦђБе,,,100,,,
8402,Housewife_2,100,100,,,
8402,Housewife_8,100,100,,,
8402,Housewife_3,100,100,,,
8402,Housewife_6,100,100,,,
8402,Blue_collar_4,100,100,,,
8402,Blue_collar_5,100,100,,,
8402,Blue_collar_7,100,100,,,
8402,Blue_collar_10,100,100,,,
8402,Blue_collar_12,100,100,,,
8402,Blue_collar_13,100,100,,,
8402,Blue_collar_14,100,100,,,
8402,Housewife_11,100,100,,,
8402,Student_1,100,100,,,
8402,Student_9,100,100,,,
8402 ЦђБе,,,100,,,
8403,Housewife_2,100,100,,,
8403,Housewife_8,100,100,,,
8403,Housewife_3,100,100,,,
8403,Housewife_6,100,100,,,
8403,Blue_collar_4,100,100,,,
8403,Blue_collar_5,100,100,,,
8403,Blue_collar_7,100,100,,,
8403,Blue_collar_10,100,100,,,
8403,Blue_collar_12,100,100,,,
8403,Blue_collar_13,100,100,,,
8403,Blue_collar_14,100,100,,,
8403,Housewife_11,100,100,,,
8403,Student_1,100,100,,,
8403,Student_9,100,100,,,
8403 ЦђБе,,,100,,,
8404,Housewife_2,100,100,,,
8404,Housewife_8,100,100,,,
8404,Housewife_3,100,100,,,
8404,Housewife_6,100,100,,,
8404,Blue_collar_4,100,100,,,
8404,Blue_collar_5,100,100,,,
8404,Blue_collar_7,100,100,,,
8404,Blue_collar_10,100,100,,,
8404,Blue_collar_12,100,100,,,
8404,Blue_collar_13,100,100,,,
8404,Blue_collar_14,100,100,,,
8404,Housewife_11,100,100,,,
8404,Student_1,100,100,,,
8404,Student_9,100,100,,,
8404 ЦђБе,,,100,,,
8405,Housewife_2,100,100,,,
8405,Housewife_8,100,100,,,
8405,Housewife_3,100,100,,,
8405,Housewife_6,100,100,,,
8405,Blue_collar_4,100,100,,,
8405,Blue_collar_5,100,100,,,
8405,Blue_collar_7,100,100,,,
8405,Blue_collar_10,100,100,,,
8405,Blue_collar_12,100,100,,,
8405,Blue_collar_13,100,100,,,
8405,Blue_collar_14,100,100,,,
8405,Housewife_11,100,100,,,
8405,Student_1,100,100,,,
8405,Student_9,100,100,,,
8405 ЦђБе,,,100,,,
8406,Housewife_2,100,100,,,
8406,Housewife_8,100,100,,,
8406,Housewife_3,100,100,,,
8406,Housewife_6,100,100,,,
8406,Blue_collar_4,100,100,,,
8406,Blue_collar_5,100,100,,,
8406,Blue_collar_7,100,100,,,
8406,Blue_collar_10,100,100,,,
8406,Blue_collar_12,100,100,,,
8406,Blue_collar_13,100,100,,,
8406,Blue_collar_14,100,100,,,
8406,Housewife_11,100,100,,,
8406,Student_1,100,100,,,
8406,Student_9,100,100,,,
8406 ЦђБе,,,100,,,
8407,Housewife_2,100,100,,,
8407,Housewife_8,100,100,,,
8407,Housewife_3,100,100,,,
8407,Housewife_6,100,100,,,
8407,Blue_collar_4,100,100,,,
8407,Blue_collar_5,100,100,,,
8407,Blue_collar_7,100,100,,,
8407,Blue_collar_10,100,100,,,
8407,Blue_collar_12,100,100,,,
8407,Blue_collar_13,100,100,,,
8407,Blue_collar_14,100,100,,,
8407,Housewife_11,100,100,,,
8407,Student_1,100,100,,,
8407,Student_9,100,100,,,
8407 ЦђБе,,,100,,,
8408,Housewife_2,100,100,,,
8408,Housewife_8,100,100,,,
8408,Housewife_3,100,100,,,
8408,Housewife_6,100,100,,,
8408,Blue_collar_4,100,100,,,
8408,Blue_collar_5,100,100,,,
8408,Blue_collar_7,100,100,,,
8408,Blue_collar_10,100,100,,,
8408,Blue_collar_12,100,100,,,
8408,Blue_collar_13,100,100,,,
8408,Blue_collar_14,100,100,,,
8408,Housewife_11,100,100,,,
8408,Student_1,100,100,,,
8408,Student_9,100,100,,,
8408 ЦђБе,,,100,,,
8409,Housewife_2,100,100,,,
8409,Housewife_8,100,100,,,
8409,Housewife_3,100,100,,,
8409,Housewife_6,100,100,,,
8409,Blue_collar_4,100,100,,,
8409,Blue_collar_5,100,100,,,
8409,Blue_collar_7,100,100,,,
8409,Blue_collar_10,100,100,,,
8409,Blue_collar_12,100,100,,,
8409,Blue_collar_13,100,100,,,
8409,Blue_collar_14,100,100,,,
8409,Housewife_11,100,100,,,
8409,Student_1,100,100,,,
8409,Student_9,100,100,,,
8409 ЦђБе,,,100,,,
8410,Housewife_2,100,100,,,
8410,Housewife_8,100,100,,,
8410,Housewife_3,100,100,,,
8410,Housewife_6,100,100,,,
8410,Blue_collar_4,100,100,,,
8410,Blue_collar_5,100,100,,,
8410,Blue_collar_7,100,100,,,
8410,Blue_collar_10,100,100,,,
8410,Blue_collar_12,100,100,,,
8410,Blue_collar_13,100,100,,,
8410,Blue_collar_14,100,100,,,
8410,Housewife_11,100,100,,,
8410,Student_1,100,100,,,
8410,Student_9,100,100,,,
8410 ЦђБе,,,100,,,
8411,Housewife_2,100,100,,,
8411,Housewife_8,100,100,,,
8411,Housewife_3,100,100,,,
8411,Housewife_6,100,100,,,
8411,Blue_collar_4,100,100,,,
8411,Blue_collar_5,100,100,,,
8411,Blue_collar_7,100,100,,,
8411,Blue_collar_10,100,100,,,
8411,Blue_collar_12,100,100,,,
8411,Blue_collar_13,100,100,,,
8411,Blue_collar_14,100,100,,,
8411,Housewife_11,100,100,,,
8411,Student_1,100,100,,,
8411,Student_9,100,100,,,
8411 ЦђБе,,,100,,,
8412,Housewife_2,100,100,,,
8412,Housewife_8,100,100,,,
8412,Housewife_3,100,100,,,
8412,Housewife_6,100,100,,,
8412,Blue_collar_4,100,100,,,
8412,Blue_collar_5,100,100,,,
8412,Blue_collar_7,100,100,,,
8412,Blue_collar_10,100,100,,,
8412,Blue_collar_12,100,100,,,
8412,Blue_collar_13,100,100,,,
8412,Blue_collar_14,100,100,,,
8412,Housewife_11,100,100,,,
8412,Student_1,100,100,,,
8412,Student_9,100,100,,,
8412 ЦђБе,,,100,,,
8413,Housewife_2,100,100,,,
8413,Housewife_8,100,100,,,
8413,Housewife_3,100,100,,,
8413,Housewife_6,100,100,,,
8413,Blue_collar_4,100,100,,,
8413,Blue_collar_5,100,100,,,
8413,Blue_collar_7,100,100,,,
8413,Blue_collar_10,100,100,,,
8413,Blue_collar_12,100,100,,,
8413,Blue_collar_13,100,100,,,
8413,Blue_collar_14,100,100,,,
8413,Housewife_11,100,100,,,
8413,Student_1,100,100,,,
8413,Student_9,100,100,,,
8413 ЦђБе,,,100,,,
8414,Housewife_2,100,100,,,
8414,Housewife_8,100,100,,,
8414,Housewife_3,100,100,,,
8414,Housewife_6,100,100,,,
8414,Blue_collar_4,100,100,,,
8414,Blue_collar_5,100,100,,,
8414,Blue_collar_7,100,100,,,
8414,Blue_collar_10,100,100,,,
8414,Blue_collar_12,100,100,,,
8414,Blue_collar_13,100,100,,,
8414,Blue_collar_14,100,100,,,
8414,Housewife_11,100,100,,,
8414,Student_1,100,100,,,
8414,Student_9,100,100,,,
8414 ЦђБе,,,100,,,
8415,Housewife_2,100,100,,,
8415,Housewife_8,100,100,,,
8415,Housewife_3,100,100,,,
8415,Housewife_6,100,100,,,
8415,Blue_collar_4,100,100,,,
8415,Blue_collar_5,100,100,,,
8415,Blue_collar_7,100,100,,,
8415,Blue_collar_10,100,100,,,
8415,Blue_collar_12,100,100,,,
8415,Blue_collar_13,100,100,,,
8415,Blue_collar_14,100,100,,,
8415,Housewife_11,100,100,,,
8415,Student_1,100,100,,,
8415,Student_9,100,100,,,
8415 ЦђБе,,,100,,,
8416,Housewife_2,100,100,,,
8416,Housewife_8,100,100,,,
8416,Housewife_3,100,100,,,
8416,Housewife_6,100,100,,,
8416,Blue_collar_4,100,100,,,
8416,Blue_collar_5,100,100,,,
8416,Blue_collar_7,100,100,,,
8416,Blue_collar_10,100,100,,,
8416,Blue_collar_12,100,100,,,
8416,Blue_collar_13,100,100,,,
8416,Blue_collar_14,100,100,,,
8416,Housewife_11,100,100,,,
8416,Student_1,100,100,,,
8416,Student_9,100,100,,,
8416 ЦђБе,,,100,,,
8417,Housewife_2,100,100,,,
8417,Housewife_8,100,100,,,
8417,Housewife_3,100,100,,,
8417,Housewife_6,100,100,,,
8417,Blue_collar_4,100,100,,,
8417,Blue_collar_5,100,100,,,
8417,Blue_collar_7,100,100,,,
8417,Blue_collar_10,100,100,,,
8417,Blue_collar_12,100,100,,,
8417,Blue_collar_13,100,100,,,
8417,Blue_collar_14,100,100,,,
8417,Housewife_11,100,100,,,
8417,Student_1,100,100,,,
8417,Student_9,100,100,,,
8417 ЦђБе,,,100,,,
8418,Housewife_2,100,100,,,
8418,Housewife_8,100,100,,,
8418,Housewife_3,100,100,,,
8418,Housewife_6,100,100,,,
8418,Blue_collar_4,100,100,,,
8418,Blue_collar_5,100,100,,,
8418,Blue_collar_7,100,100,,,
8418,Blue_collar_10,100,100,,,
8418,Blue_collar_12,100,100,,,
8418,Blue_collar_13,100,100,,,
8418,Blue_collar_14,100,100,,,
8418,Housewife_11,100,100,,,
8418,Student_1,100,100,,,
8418,Student_9,100,100,,,
8418 ЦђБе,,,100,,,
8419,Housewife_2,100,100,,,
8419,Housewife_8,100,100,,,
8419,Housewife_3,100,100,,,
8419,Housewife_6,100,100,,,
8419,Blue_collar_4,100,100,,,
8419,Blue_collar_5,100,100,,,
8419,Blue_collar_7,100,100,,,
8419,Blue_collar_10,100,100,,,
8419,Blue_collar_12,100,100,,,
8419,Blue_collar_13,100,100,,,
8419,Blue_collar_14,100,100,,,
8419,Housewife_11,100,100,,,
8419,Student_1,100,100,,,
8419,Student_9,100,100,,,
8419 ЦђБе,,,100,,,
8420,Housewife_2,100,100,,,
8420,Housewife_8,100,100,,,
8420,Housewife_3,100,100,,,
8420,Housewife_6,100,100,,,
8420,Blue_collar_4,100,100,,,
8420,Blue_collar_5,100,100,,,
8420,Blue_collar_7,100,100,,,
8420,Blue_collar_10,100,100,,,
8420,Blue_collar_12,100,100,,,
8420,Blue_collar_13,100,100,,,
8420,Blue_collar_14,100,100,,,
8420,Housewife_11,100,100,,,
8420,Student_1,100,100,,,
8420,Student_9,100,100,,,
